ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,예측답,정답여부,모델응답,프롬프트,문제번호
171,방재기사,2020,3,재난관리,16,다음에서 설명하는 위험분석기법은?\n\n• 특정한 사고(결과)에 대해 연역적으로 원인을 파악하는 기법이다.\n• 사고 또는 시스템 초기값 수 있는 장치의 이상과 고장의 다양한 조합을 표시하는 도식적 방법이다.,text_only,,결함수분석기법(FTA),예비위험분석기법(PHA),사건수분석기법(ETA),결함사고(위험)분석기법(FHA),1,google/gemma-3-27b,300,181,0,60.33,104.28,0.38,158,3,161,1,True,1,"문제: 다음에서 설명하는 위험분석기법은?\n\n• 특정한 사고(결과)에 대해 연역적으로 원인을 파악하는 기법이다.\n• 사고 또는 시스템 초기값 수 있는 장치의 이상과 고장의 다양한 조합을 표시하는 도식적 방법이다.

선택지:
1. 결함수분석기법(FTA)
2. 예비위험분석기법(PHA)
3. 사건수분석기법(ETA)
4. 결함사고(위험)분석기법(FHA)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",171
172,방재기사,2021,3,방재사업,86,자연재해위험 개선지구 관리지침상 개선법 및 다차원법에 의한 이재민 피해액산정에 대한 설명 중 틀린 것은?,text_only,,대피일수는 평균 10일로 산정한다.,침수면적당 발생 이재민수를 적용한다.,천재지변이므로 근로곤란으로 인한 기회비용은 제외한다.,개선법에서는 간편법에서 사용하는 원단위법을 활용한다.,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,148,3,151,3,True,3,"문제: 자연재해위험 개선지구 관리지침상 개선법 및 다차원법에 의한 이재민 피해액산정에 대한 설명 중 틀린 것은?

선택지:
1. 대피일수는 평균 10일로 산정한다.
2. 침수면적당 발생 이재민수를 적용한다.
3. 천재지변이므로 근로곤란으로 인한 기회비용은 제외한다.
4. 개선법에서는 간편법에서 사용하는 원단위법을 활용한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",172
173,방재기사,2020,3,방재사업,87,연안침식방지공법 중 사빈안정화공법에 포함되지 않는 것은?,text_only,,직립호안,이안제(내습파랑저감),돌제(연안표사제어),지하수위저감,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.31,102,3,105,4,False,4,"문제: 연안침식방지공법 중 사빈안정화공법에 포함되지 않는 것은?

선택지:
1. 직립호안
2. 이안제(내습파랑저감)
3. 돌제(연안표사제어)
4. 지하수위저감

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",173
174,방재기사,2022,2,재해대책,76,재해지도 작성 기준등에 관한 지침상 '침수'에 해당하지 않는 것은?,text_only,,도심 및 농어촌의 주거∙상업∙산업단지의 대상지역이 0.3m이상이 침수될 경우,농경지 지역의 침수심은 벼 등의 높이 등을 감안하여 0.5m이상이 침수될 경우,원예시설 농경지는 침수에 취약하여 침수심이 0.2m이상이면서 12시간 이상 침수된 경우,지하상가등과 같은 지하공간으로 침수 높이를 별도로 정하지 않고 침수로 인해 불편을 야기 할 경우,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.4,190,3,193,4,False,4,"문제: 재해지도 작성 기준등에 관한 지침상 '침수'에 해당하지 않는 것은?

선택지:
1. 도심 및 농어촌의 주거∙상업∙산업단지의 대상지역이 0.3m이상이 침수될 경우
2. 농경지 지역의 침수심은 벼 등의 높이 등을 감안하여 0.5m이상이 침수될 경우
3. 원예시설 농경지는 침수에 취약하여 침수심이 0.2m이상이면서 12시간 이상 침수된 경우
4. 지하상가등과 같은 지하공간으로 침수 높이를 별도로 정하지 않고 침수로 인해 불편을 야기 할 경우

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",174
175,방재기사,2021,2,재해대책,65,자연재해대책법령상 자연재해저감 종합계획에 포함되어야 할 사항으로 명시되지 않는 것은?,text_only,O,"재해위험지구,침수위험지구의 안정성 확보",자연재해 재해복구사업의 평가·분석에 관한사항,자연재해 예방 및 저감을 위한 종합대책등에 관한 사항,지역적 특성 및 계획의 방향·목표에 관한 사항,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,142,2,144,2,False,2,"문제: 자연재해대책법령상 자연재해저감 종합계획에 포함되어야 할 사항으로 명시되지 않는 것은?

선택지:
1. 재해위험지구,침수위험지구의 안정성 확보
2. 자연재해 재해복구사업의 평가·분석에 관한사항
3. 자연재해 예방 및 저감을 위한 종합대책등에 관한 사항
4. 지역적 특성 및 계획의 방향·목표에 관한 사항

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",175
176,방재기사,2021,2,방재시설,34,자연재해저감 종합계획 세부수립기준상 일반현황 조사에 관한 설명으로 틀린 것은?,text_only,,지역연혁은 대상지역의 방재연혁을 최대한 조사하여 기술한다.,산업현황은 산업체의 현황 및 분포를 제시한다.,"인구현황에는 행정구역별 면적, 가구수, 인구수등이 포함된다.","인문현황에는 인구, 산업, 행정구역 현황을 기술한다.",4,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,153,3,156,4,True,4,"문제: 자연재해저감 종합계획 세부수립기준상 일반현황 조사에 관한 설명으로 틀린 것은?

선택지:
1. 지역연혁은 대상지역의 방재연혁을 최대한 조사하여 기술한다.
2. 산업현황은 산업체의 현황 및 분포를 제시한다.
3. 인구현황에는 행정구역별 면적, 가구수, 인구수등이 포함된다.
4. 인문현황에는 인구, 산업, 행정구역 현황을 기술한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",176
177,방재기사,2020,3,방재사업,100,자연재해대책법령상 방재시설의 유지·관리 평가대상에 해당하지 않는것은?,text_only,O,방재시설의 유지·관리에 필요한 설계 및 계획에 대한 평가,방재시설에 대한 정기 및 수시 점검사항의 평가,방재시설의 보수·보강계획 수립·시행 사항의 평가,재해발생 대비 비상대처계획의 수립사항 평가,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,139,3,142,4,False,4,"문제: 자연재해대책법령상 방재시설의 유지·관리 평가대상에 해당하지 않는것은?

선택지:
1. 방재시설의 유지·관리에 필요한 설계 및 계획에 대한 평가
2. 방재시설에 대한 정기 및 수시 점검사항의 평가
3. 방재시설의 보수·보강계획 수립·시행 사항의 평가
4. 재해발생 대비 비상대처계획의 수립사항 평가

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",177
178,방재기사,2021,2,재해분석,43,재해복구사업의 분석·평가 시행지침상 지역경제 발전성 평가와 평가항목이 아닌 것은?,text_only,,낙후지역 개선효과,지역경제 타당성 정도,지역 경제적 파급효과,지역산업의 활성화정도,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,102,3,105,4,False,4,"문제: 재해복구사업의 분석·평가 시행지침상 지역경제 발전성 평가와 평가항목이 아닌 것은?

선택지:
1. 낙후지역 개선효과
2. 지역경제 타당성 정도
3. 지역 경제적 파급효과
4. 지역산업의 활성화정도

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",178
179,방재기사,2020,3,재난관리,9,재해구호법령상 재해구호계획에 포함되어야할 사항으로 명시되지 않은 것은?,text_only,O,임시주거시설의 제공에 관한 사항,재해구호기금의 운영·관리에 관한 사항,재해구호에 대한 교육 및 훈련에 관한사항,심리회복 지원에 관한사항,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.31,120,3,123,4,False,4,"문제: 재해구호법령상 재해구호계획에 포함되어야할 사항으로 명시되지 않은 것은?

선택지:
1. 임시주거시설의 제공에 관한 사항
2. 재해구호기금의 운영·관리에 관한 사항
3. 재해구호에 대한 교육 및 훈련에 관한사항
4. 심리회복 지원에 관한사항

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",179
180,방재기사,2022,2,방재시설,27,"어떤 점토층 연약지반의 토질시험결과 일축 압축강도는 0.3kg/cm$^2$, 단위중량 2t/m$^3$이었다면, 이 점토층의 한계고(m)는?",text_only,,2,3,7,10,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.31,116,3,119,3,False,3,"문제: 어떤 점토층 연약지반의 토질시험결과 일축 압축강도는 0.3kg/cm$^2$, 단위중량 2t/m$^3$이었다면, 이 점토층의 한계고(m)는?

선택지:
1. 2
2. 3
3. 7
4. 10

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",180
181,방재기사,2022,2,재해대책,72,재해지도 작성기준등에 관한 지침상 침수흔적의 표시방법 및 부착시기에 관한 설명으로 틀린 것은?,text_only,,표찰 부착시기는 침수흔적 조사후 30일 이내에 한다.,"표찰에는 침수년∙월∙일 및 침수위(EL.m),침수심(m)등을 기재한다.",표찰은 산화(녹)될 우려가 없는 재질을 사용하여야 한다.,침수흔적을 영구적으로 표시∙관리할 수 있도록 건물 및 주요 침수지역에 표찰형태로 부착한다.,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.32,182,2,184,1,True,1,"문제: 재해지도 작성기준등에 관한 지침상 침수흔적의 표시방법 및 부착시기에 관한 설명으로 틀린 것은?

선택지:
1. 표찰 부착시기는 침수흔적 조사후 30일 이내에 한다.
2. 표찰에는 침수년∙월∙일 및 침수위(EL.m),침수심(m)등을 기재한다.
3. 표찰은 산화(녹)될 우려가 없는 재질을 사용하여야 한다.
4. 침수흔적을 영구적으로 표시∙관리할 수 있도록 건물 및 주요 침수지역에 표찰형태로 부착한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",181
182,방재기사,2021,2,방재시설,36,사면재해의 위험요인으로 옳은 것은?,text_only,,산지침식 및 홍수피해,외수위 영향으로 인한 피해,우수관거문제로 이한피해,사면의 과도한 굴착등으로 인한 붕괴,4,google/gemma-3-27b,300,181,0,60.33,104.28,0.31,103,3,106,4,True,4,"문제: 사면재해의 위험요인으로 옳은 것은?

선택지:
1. 산지침식 및 홍수피해
2. 외수위 영향으로 인한 피해
3. 우수관거문제로 이한피해
4. 사면의 과도한 굴착등으로 인한 붕괴

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",182
183,방재기사,2022,2,재해대책,66,재해지도 작성기준등에 관한 지침상 피난활용형 재해정보지도 표준 기재항목 및 내용이 아닌 것은?,text_only,,대피장소,침수예상구역,경보시설현황,대피가 필요한 지역,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,101,3,104,4,False,4,"문제: 재해지도 작성기준등에 관한 지침상 피난활용형 재해정보지도 표준 기재항목 및 내용이 아닌 것은?

선택지:
1. 대피장소
2. 침수예상구역
3. 경보시설현황
4. 대피가 필요한 지역

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",183
184,방재기사,2020,3,방재사업,85,자연재해대책법령상 유지·관리해야하는 방재시설중 하천시설에 해당되지 않는것은?,text_only,O,제방,호안,양수장,수로터널,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,88,3,91,3,True,3,"문제: 자연재해대책법령상 유지·관리해야하는 방재시설중 하천시설에 해당되지 않는것은?

선택지:
1. 제방
2. 호안
3. 양수장
4. 수로터널

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",184
185,방재기사,2020,3,재해분석,51,"합리식에 의한 첨두홍수량의 산정방법으로 옳은 것은? (단, Qp:첨두홍수량, C:유출계수, I:강우강도, A:유역면적이다.)",text_only,,Qp = 0.2778CIA,Qp = 0.2778 1/C IA,Qp = 2.778CIA,Qp = 2.778 1/C IA,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,152,3,155,1,True,1,"문제: 합리식에 의한 첨두홍수량의 산정방법으로 옳은 것은? (단, Qp:첨두홍수량, C:유출계수, I:강우강도, A:유역면적이다.)

선택지:
1. Qp = 0.2778CIA
2. Qp = 0.2778 1/C IA
3. Qp = 2.778CIA
4. Qp = 2.778 1/C IA

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",185
186,방재기사,2020,3,재난관리,1,재난 및 안전관리 기본법령상 특별재난지역에 관한 설명이 옳지 않은것?,text_only,O,특별재난지역의 선포를 건의받은 대통령은 해당지역을 특별재난지역으로 선포할수있다.,대통령이 특별재난지역을 선포하는경에 중앙대책본부장은 특별재난 지역의 구체적인범위를 정하여 공고하여야한다.,사회재난과 관련하여 특별재난지역으로 선포한 지역에 대해서는 「재해구호법」에 따른 의연금품을 지원할 수 있다.,"중앙대책본부장은 지원을 위한 피해금액과 복구비용의 산정, 국고지원 내용등을 관계 중앙행정기관의 장과 협의 및 중앙대책본부회의 심의를 거쳐 확정한다.",3,google/gemma-3-27b,300,181,0,60.33,104.28,0.35,226,2,228,3,True,3,"문제: 재난 및 안전관리 기본법령상 특별재난지역에 관한 설명이 옳지 않은것?

선택지:
1. 특별재난지역의 선포를 건의받은 대통령은 해당지역을 특별재난지역으로 선포할수있다.
2. 대통령이 특별재난지역을 선포하는경에 중앙대책본부장은 특별재난 지역의 구체적인범위를 정하여 공고하여야한다.
3. 사회재난과 관련하여 특별재난지역으로 선포한 지역에 대해서는 「재해구호법」에 따른 의연금품을 지원할 수 있다.
4. 중앙대책본부장은 지원을 위한 피해금액과 복구비용의 산정, 국고지원 내용등을 관계 중앙행정기관의 장과 협의 및 중앙대책본부회의 심의를 거쳐 확정한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",186
187,방재기사,2020,3,재해대책,79,침수흔적도 작성절차의 순서가 옳게 나열된 것은?\n\nㄱ. 침수흔적시 현장측량\nㄴ. 침수흔적 상황 도면표시 등\nㄷ. 침수흔적 조사자료 검토 및 분석\nㄹ. 침수흔적 조사자료 데이터베이스 구축 및 자료관리,text_only,,ㄱ → ㄴ → ㄷ → ㄹ,ㄴ → ㄹ → ㄱ → ㄷ,ㄷ → ㄱ → ㄴ → ㄹ,ㄹ → ㄴ → ㄷ → ㄱ,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,161,3,164,3,True,3,"문제: 침수흔적도 작성절차의 순서가 옳게 나열된 것은?\n\nㄱ. 침수흔적시 현장측량\nㄴ. 침수흔적 상황 도면표시 등\nㄷ. 침수흔적 조사자료 검토 및 분석\nㄹ. 침수흔적 조사자료 데이터베이스 구축 및 자료관리

선택지:
1. ㄱ → ㄴ → ㄷ → ㄹ
2. ㄴ → ㄹ → ㄱ → ㄷ
3. ㄷ → ㄱ → ㄴ → ㄹ
4. ㄹ → ㄴ → ㄷ → ㄱ

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",187
188,방재기사,2021,3,재난관리,14,"재난 및 안전관리 기본법령상 중앙안전관리위원회의 위원장과 안전정책 조정위원회의 위원장과 안전정책조정위원회의 위원장이 바르게 나열된 것은? (단, 직무대행 상황은 없다고 가정한다.)",text_only,O,"국무총리, 행정안전부장관","국무총리, 방재관리대책 대행자","행정안전부장관, 행정안전부차관","행정안전부차관, 방재관리대책 대행자",1,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,164,2,166,1,True,1,"문제: 재난 및 안전관리 기본법령상 중앙안전관리위원회의 위원장과 안전정책 조정위원회의 위원장과 안전정책조정위원회의 위원장이 바르게 나열된 것은? (단, 직무대행 상황은 없다고 가정한다.)

선택지:
1. 국무총리, 행정안전부장관
2. 국무총리, 방재관리대책 대행자
3. 행정안전부장관, 행정안전부차관
4. 행정안전부차관, 방재관리대책 대행자

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",188
189,방재기사,2022,2,방재시설,33,하도내 저류방식인 저류지 계획에서 저류지 위치 결정에 관한 설명으로 틀린 것은?,text_only,,토지이용계획 협의에서 저류지 위치결정을 위해서는 저류지 면적도 고려하여야한다.,규모가 큰 하천 또는 지방하천 이상의 하천에는 하도내 저류방식의 저류지 설치를 지양하여야 한다.,저류지 위치결정에서 본류에 저류지를 설치하는 경우 하류수위 영향은 고려하지 않아도 된다.,하도내 저류방식은 홍수량을 전량 유입하여 저감하는 방식으로 저류지 규모가 과대하다고 판단되는 경우 지류에 설치하는 방안도 고려할수 있다.,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.42,207,3,210,3,True,3,"문제: 하도내 저류방식인 저류지 계획에서 저류지 위치 결정에 관한 설명으로 틀린 것은?

선택지:
1. 토지이용계획 협의에서 저류지 위치결정을 위해서는 저류지 면적도 고려하여야한다.
2. 규모가 큰 하천 또는 지방하천 이상의 하천에는 하도내 저류방식의 저류지 설치를 지양하여야 한다.
3. 저류지 위치결정에서 본류에 저류지를 설치하는 경우 하류수위 영향은 고려하지 않아도 된다.
4. 하도내 저류방식은 홍수량을 전량 유입하여 저감하는 방식으로 저류지 규모가 과대하다고 판단되는 경우 지류에 설치하는 방안도 고려할수 있다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",189
190,방재기사,2021,3,재해대책,79,우수유출저감시설의 배수구역 내 지역구분에 관한 사항중 틀린 것은?,text_only,,유수지역에 침투시설이나 배수펌프장 설치시 지역외 저류시설 설치보다 경제적 효과가 크다.,보수지역은 우수를 일시적으로 침투또는 체류시키는 기능을 치수상 확보하거나 증대시킬 필요가 있는 지역을 말한다.,유수지역은 우수 또는 하천의 유수를 유입시키고 일시적으로 저류하는 기능을 확보할 필요가 있는 지역을 말한다.,"저지지역은 배수구역내의 우수가 체류하여 하천에 유출되지않고 하천의 유수가 범람할 우려가 있는 지역중, 적극적으로 침수방지를 도모할 필요가 있는 지역을 말한다.",1,google/gemma-3-27b,300,181,0,60.33,104.28,0.35,223,2,225,1,True,1,"문제: 우수유출저감시설의 배수구역 내 지역구분에 관한 사항중 틀린 것은?

선택지:
1. 유수지역에 침투시설이나 배수펌프장 설치시 지역외 저류시설 설치보다 경제적 효과가 크다.
2. 보수지역은 우수를 일시적으로 침투또는 체류시키는 기능을 치수상 확보하거나 증대시킬 필요가 있는 지역을 말한다.
3. 유수지역은 우수 또는 하천의 유수를 유입시키고 일시적으로 저류하는 기능을 확보할 필요가 있는 지역을 말한다.
4. 저지지역은 배수구역내의 우수가 체류하여 하천에 유출되지않고 하천의 유수가 범람할 우려가 있는 지역중, 적극적으로 침수방지를 도모할 필요가 있는 지역을 말한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",190
191,방재기사,2021,3,재해분석,58,개발사업장에 침사지 겸 저류지를 설치하여 사업지역 하류부에 대한 2차 토사재해를 저감하고자 한다 [조건]을 활용할 때 침사지의 최소 소요수 면적(m$^2$)은?\n\n[조건]\n• 사업장 상류에서 유입되는 계획홍수량: 2.0m/s\n• 토사의 포착대상입경: 0.2mm \n• 포착대상입경 0.2mm 토사의 침강속도: 2.1cm/s,text_only,,약 95.3,약 114.3,약 953.1,약 1143.2,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.4,202,3,205,3,False,3,"문제: 개발사업장에 침사지 겸 저류지를 설치하여 사업지역 하류부에 대한 2차 토사재해를 저감하고자 한다 [조건]을 활용할 때 침사지의 최소 소요수 면적(m$^2$)은?\n\n[조건]\n• 사업장 상류에서 유입되는 계획홍수량: 2.0m/s\n• 토사의 포착대상입경: 0.2mm \n• 포착대상입경 0.2mm 토사의 침강속도: 2.1cm/s

선택지:
1. 약 95.3
2. 약 114.3
3. 약 953.1
4. 약 1143.2

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",191
192,방재기사,2022,2,방재사업,86,자연재해저감 종합계획 세부수립기준상 다음에서 설명하는 용어는?\n\n도로의 경우에는 결빙 및 교통두절을 유발할 수 있는 요소로 도로연장과 도로시설물이 차지하는 비중을 정량화한 지수이며 농업시설의 경우에는 비닐하우스 면적이 차지하는 비율을 정량화한 지수,text_only,,설해취약지수,설해최고조위,설해위험일수,설해위험요인지수,1,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,157,3,160,1,True,1,"문제: 자연재해저감 종합계획 세부수립기준상 다음에서 설명하는 용어는?\n\n도로의 경우에는 결빙 및 교통두절을 유발할 수 있는 요소로 도로연장과 도로시설물이 차지하는 비중을 정량화한 지수이며 농업시설의 경우에는 비닐하우스 면적이 차지하는 비율을 정량화한 지수

선택지:
1. 설해취약지수
2. 설해최고조위
3. 설해위험일수
4. 설해위험요인지수

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",192
193,방재기사,2022,2,재해대책,78,"자연재해대책법령상 비상대처계획에 포함 되어야하는 사항이 아닌 것은? (단, 그 밖에 사항은 제외한다.)",text_only,O,경보체계,비상대피계획,비상시 응급행동 요령,댐 및 저수지 붕괴 위험성 평가,4,google/gemma-3-27b,300,181,0,60.33,104.28,0.31,115,3,118,4,True,4,"문제: 자연재해대책법령상 비상대처계획에 포함 되어야하는 사항이 아닌 것은? (단, 그 밖에 사항은 제외한다.)

선택지:
1. 경보체계
2. 비상대피계획
3. 비상시 응급행동 요령
4. 댐 및 저수지 붕괴 위험성 평가

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",193
194,방재기사,2021,2,방재사업,82,"1:1.5 의 사면공사의 경우 절취가 가능한 사면의 임계높이는 약 몇 m인가? (단, 점착력=1.0t/m$^2$, 단위중량=1.8t/m$^3$, 내부마찰각=10도)",text_only,,12.41,13.21,14.41,15.21,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,140,3,143,3,True,3,"문제: 1:1.5 의 사면공사의 경우 절취가 가능한 사면의 임계높이는 약 몇 m인가? (단, 점착력=1.0t/m$^2$, 단위중량=1.8t/m$^3$, 내부마찰각=10도)

선택지:
1. 12.41
2. 13.21
3. 14.41
4. 15.21

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",194
195,방재기사,2021,2,방재사업,100,자연재해대책법령상 유지·관리 평가대상 방재시설에 해당하지 않은 것?,text_only,O,저수지,방파제,빗물펌프장,재난 예·경보시설,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.3,91,3,94,4,False,4,"문제: 자연재해대책법령상 유지·관리 평가대상 방재시설에 해당하지 않은 것?

선택지:
1. 저수지
2. 방파제
3. 빗물펌프장
4. 재난 예·경보시설

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",195
196,방재기사,2019,5,재난관리,9,재해구호법령상 구호에 대한 설명으로 옳은 것은?,text_only,O,구호기관은 타인소유 토지 또는 건물 등으로 구호활동을 할 수 없다.,장사의 지원에 재해로 사망한 사람의 연고자에게는 특별장례비 지급하지 않는다.,구호기관은 이재민에게 현금을 지급하여 구호할 수 있다.,구호기간은 이재민의 피해정도 및 생활정도 등을 고려하여 6개월 이내로 하며 그 기간을 연장할 수 없다.,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.39,160,3,163,3,True,3,"문제: 재해구호법령상 구호에 대한 설명으로 옳은 것은?

선택지:
1. 구호기관은 타인소유 토지 또는 건물 등으로 구호활동을 할 수 없다.
2. 장사의 지원에 재해로 사망한 사람의 연고자에게는 특별장례비 지급하지 않는다.
3. 구호기관은 이재민에게 현금을 지급하여 구호할 수 있다.
4. 구호기간은 이재민의 피해정도 및 생활정도 등을 고려하여 6개월 이내로 하며 그 기간을 연장할 수 없다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",196
197,방재기사,2020,3,재난관리,15,재난 및 안전관리 기본법령상 재난관리의 정의로 옳은 것은?,text_only,O,재난이나 그밖의 각종사고로부터 사람의 생명·신체 및 재산의 안전을 확보하기 위하여 하는 모든 활동을 말한다.,대한민국의 영역 밖에서 대한민국 국민의 생명·신체 및 재산에 피해를 주거나줄수있는 재난으로서 정부차원에서 대처할 필요가있는 재난을말한다.,재난의 예방·대비·대응 및 복구를 위하여 하는 모든 활동을 말한다.,재난이 발생할 우려가 있거나 재난이 발생하였을 때 국민의 생명과 신체의 피해를 줄이기 위해 하는 모든 활동을 말한다.,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.41,203,3,206,3,True,3,"문제: 재난 및 안전관리 기본법령상 재난관리의 정의로 옳은 것은?

선택지:
1. 재난이나 그밖의 각종사고로부터 사람의 생명·신체 및 재산의 안전을 확보하기 위하여 하는 모든 활동을 말한다.
2. 대한민국의 영역 밖에서 대한민국 국민의 생명·신체 및 재산에 피해를 주거나줄수있는 재난으로서 정부차원에서 대처할 필요가있는 재난을말한다.
3. 재난의 예방·대비·대응 및 복구를 위하여 하는 모든 활동을 말한다.
4. 재난이 발생할 우려가 있거나 재난이 발생하였을 때 국민의 생명과 신체의 피해를 줄이기 위해 하는 모든 활동을 말한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",197
198,방재기사,2022,2,재해대책,63,재해지도 작성기준등에 관한 지침상 침수흔적도 작성 절차로 옳은 것은?\n\nㄱ. 침수흔적지 현장측량\nㄴ. 침수흔적 상황 도면 표시\nㄷ. 침수흔적 조사 자료 검토 및 분석\nㄹ. 침수흔적 조사 자료 데이터베이스 구축 및 자료관리,text_only,,ㄱ → ㄷ → ㄴ → ㄹ,ㄱ → ㄷ → ㄹ → ㄴ,ㄷ → ㄱ → ㄴ → ㄹ,ㄷ → ㄱ → ㄹ → ㄴ,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.37,161,3,164,1,False,1,"문제: 재해지도 작성기준등에 관한 지침상 침수흔적도 작성 절차로 옳은 것은?\n\nㄱ. 침수흔적지 현장측량\nㄴ. 침수흔적 상황 도면 표시\nㄷ. 침수흔적 조사 자료 검토 및 분석\nㄹ. 침수흔적 조사 자료 데이터베이스 구축 및 자료관리

선택지:
1. ㄱ → ㄷ → ㄴ → ㄹ
2. ㄱ → ㄷ → ㄹ → ㄴ
3. ㄷ → ㄱ → ㄴ → ㄹ
4. ㄷ → ㄱ → ㄹ → ㄴ

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",198
199,방재기사,2020,3,방재시설,40,방재시설 피해 현장의 지반 조사 순서로 옳게 연결된 것은?,text_only,,예비조사 → 보완조사 → 본조사,예비조사 → 본조사 → 보완조사,본조사 → 보완조사 → 예비조사,본조사 → 예비조사 → 보완조사,2,google/gemma-3-27b,300,181,0,60.33,104.28,0.32,120,3,123,1,False,1,"문제: 방재시설 피해 현장의 지반 조사 순서로 옳게 연결된 것은?

선택지:
1. 예비조사 → 보완조사 → 본조사
2. 예비조사 → 본조사 → 보완조사
3. 본조사 → 보완조사 → 예비조사
4. 본조사 → 예비조사 → 보완조사

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",199
200,방재기사,2022,2,재난관리,3,"재난 및 안전관리 기본법령상 안전정책조정위원회에서 수행하는 사무가 아닌 것은? (단, 그밖에 중앙안전관리위원회가 위임한 사항은 제외한다.)",text_only,O,재난 및 안전관리기술 종합계획의 심의,국가핵심기반의 지정에 관한 사항의 심의,지역재난안전대책본부의 연차계획수립 검토,국가안전관리기본계획에 따라 그소관업무에 관한 집행계획의 심의,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.38,158,3,161,3,True,3,"문제: 재난 및 안전관리 기본법령상 안전정책조정위원회에서 수행하는 사무가 아닌 것은? (단, 그밖에 중앙안전관리위원회가 위임한 사항은 제외한다.)

선택지:
1. 재난 및 안전관리기술 종합계획의 심의
2. 국가핵심기반의 지정에 관한 사항의 심의
3. 지역재난안전대책본부의 연차계획수립 검토
4. 국가안전관리기본계획에 따라 그소관업무에 관한 집행계획의 심의

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",200
201,방재기사,2020,3,방재시설,28,과거 발생한 풍수해 발생현황 조사대상에 해당하지 않는 것?,text_only,,연도별·시설물별 피해액 현황,연도별·시설물별 복구비 현황,연도별·시설물별 손상률 현황,연도별 피해시설 분석을 통한 지방자치단체 재해 특성,3,google/gemma-3-27b,300,181,0,60.33,104.28,0.32,117,3,120,4,False,4,"문제: 과거 발생한 풍수해 발생현황 조사대상에 해당하지 않는 것?

선택지:
1. 연도별·시설물별 피해액 현황
2. 연도별·시설물별 복구비 현황
3. 연도별·시설물별 손상률 현황
4. 연도별 피해시설 분석을 통한 지방자치단체 재해 특성

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",201
